Felicidad,Tristeza,Miedo,Asco,Enfado,timeBeginMark,timeEndMark,Pitch,Amplitude,Longitud_Onda,Nombre
0.9706347266910598,0.23422553535783663,0.3711414876161143,0.1545187623705715,0.025026318326126784,115.3,120.0,0.09999770838584948,0.03609866578196061,0.007145833333333333,Maria_cadilla_nuevo.wav
1.675404852227075,0.2616645612870343,0.49912644756841473,0.11958120414055884,0.005081523398985155,120.3,125.0,0.04999885419292474,0.03759899771683782,0.007145833333333333,Maria_cadilla_nuevo.wav
1.7956995074637234,0.25398583215428516,0.30719574111572,0.24185424495954067,0.008093356402241625,125.4,130.0,0.09999770838584948,0.048580851998164344,0.007145833333333333,Maria_cadilla_nuevo.wav
2.1907825004018378,0.26074823873932473,0.2782737811212428,0.27034771686885506,0.011894529074197635,130.4,135.0,0.09999770838584948,0.044851236028565306,0.007145833333333333,Maria_cadilla_nuevo.wav
1.826353934011422,0.4379958596546203,0.9321155976504087,0.2524593497510068,0.0273373931995593,135.4,140.0,0.09999770838584948,0.050695564989333905,0.007145833333333333,Maria_cadilla_nuevo.wav
1.9821594501845539,0.38992675533518195,0.4755901290336624,0.44050904258619994,0.04159460845403373,140.5,145.0,0.19999541677169896,0.04466883543268652,0.007145833333333333,Maria_cadilla_nuevo.wav
2.745709912618622,0.2266810013097711,0.5050935969629791,0.6437795959063806,0.01918721612310037,145.5,150.0,0.09999770838584948,0.050755578167546084,0.007145833333333333,Maria_cadilla_nuevo.wav
1.4853316403459758,0.37909811071585864,0.38081421941751614,0.1729354722192511,0.00841185984609183,150.4,155.0,0.14999656257877422,0.04608172783340614,0.007145833333333333,Maria_cadilla_nuevo.wav
2.4352724448253866,0.2692807776329573,0.3585325827880297,0.2349168591608759,0.007370808394625783,155.5,160.0,0.04999885419292474,0.05462921941333521,0.007145833333333333,Maria_cadilla_nuevo.wav
1.2970256954431534,0.44230610597878695,0.4150021215900779,0.13069465989246964,0.04396221193019301,160.4,163.7,0.04999885419292474,0.03145413562461965,0.007145833333333333,Maria_cadilla_nuevo.wav
0.620847703423351,0.4114499716088176,0.28467627544887364,0.08396341628395021,0.09207349736243486,167.3,168.2,0.09999770838584948,0.0013921355214372862,0.007145833333333333,Maria_cadilla_nuevo.wav
1.698301938828081,0.32310779159888625,0.2733279191888869,0.09006896242499352,0.15124192484654486,170.9,175.0,0.04999885419292474,0.0619968817731969,0.007145833333333333,Maria_cadilla_nuevo.wav
0.5425642812624574,0.357118321582675,0.405607501976192,0.0809411855880171,0.24701627437025309,176.3,180.0,0.14999656257877422,0.04230666175278976,0.007145833333333333,Maria_cadilla_nuevo.wav
0.625753122381866,0.2657113904133439,0.2354724328033626,0.08524304698221385,0.07881436846219003,180.6,185.0,0.29999312515754845,0.03383344680330913,0.007145833333333333,Maria_cadilla_nuevo.wav
0.5850227768532932,0.413305819965899,0.3248515911400318,0.11238142475485802,0.17740114964544773,189.0,190.0,0.04999885419292474,0.019541480632657923,0.007145833333333333,Maria_cadilla_nuevo.wav
0.49321102630347013,0.6723444499075413,0.4799000062048435,0.09693748876452446,0.23365115094929934,191.2,195.0,0.04999885419292474,0.007952389196491846,0.007145833333333333,Maria_cadilla_nuevo.wav
0.4996245810762048,0.6188772162422538,0.5141756180673838,0.08975547272711992,0.19943688716739416,196.0,200.0,7.7720207253886,0.020099337484799383,0.007145833333333333,Maria_cadilla_nuevo.wav
